Rank,Name,Rating,Release_year
15187,Minna no Uta: Bottom Biting Bug,2.33,2007
15251,Papa to Rusuban,2.22,2007
15331,CCW: Crazy Clay Wrestling,1.89,2007
15407,Sugiurumn: Travelling,,2007
15475,The White Book,,2007
15691,Hello Kitty Ringo no Mori to Parallel Town,,2007
15795,Hai Beibei,,2007
15862,Arms Rally,,2007
15896,Yama to Hito,,2007
16006,Sylvanian Families,,2007
16079,LOTUS,,2007
16105,Kakuza Tousan,,2007
16106,Gozonji! Kakuza Tousan,,2007
16337,PiKA PiKA 2007,,2007
16584,Zhimou Jiazu,,2007
16607,Shanshan de Hongxing zhi Hongxing Xiao Yongshi,,2007
16636,Ijime wa Zettai Warui!,,2007
16641,Ou-sama Monogatari,,2007
16654,Yincha's Gongfu Xueyuan,,2007
16893,Hello Kitty Ringo no Mori no Mystery,,2007
16926,Shenbing Xiaojiang,,2007
16968,Shen Chu Xiao Fugui,,2007
16975,Da Zuiba Dudu,,2007
17000,Laodai He Xiaodai,,2007
17034,Momotaros no Natsuyasumi,,2007
17082,Bogeul Bogeul Bomulseon,,2007
17085,"Dai-chan, Daisuki.",,2007
17228,Tongsheng Tong Qi Kan Shijie,,2007
17302,Hanjawang Jumong,,2007
17475,Xiao Qingtian Situ Gong,,2007
17483,Hibabe,,2007
17615,Hapi Fu Zi,,2007
17647,Bonolon: Fushigina Mori no Iitsutae,,2007
17698,Fuwa Wu Lianhuan,,2007
17739,tomorrow,,2007
17824,Chibinacs 2.0,,2007
17998,Huo Xing Wa: Yong Chuang Mo Jing Dao,,2007
17999,Huo Xing Wa: Zhi Gudai Dajia Gushi,,2007
18038,Huo Xing Wa: Maoxian Leyuan,,2007
18205,Ushi Nichi,,2007
18350,Fuwa Aoyun Manyouji,,2007
18380,Cofun Gal no Coffy: Christmas Daisakusen,,2007
18420,Himawari no You ni,,2007
65,Code Geass: Lelouch of the Rebellion,4.38,2006
124,Death Note,4.32,2006
159,Hellsing Ultimate,4.29,2006
164,Ouran High School Host Club,4.28,2006
252,Black Lagoon: The Second Barrage,4.23,2006
306,History's Strongest Disciple Kenichi,4.20,2006
329,Gintama,4.19,2006
343,The Girl Who Leapt Through Time,4.18,2006
396,Nana,4.16,2006
424,Ghost in the Shell: Stand Alone Complex - Solid State Society,4.15,2006
450,Black Lagoon,4.13,2006
496,Ghost in the Shell: Stand Alone Complex - Individual Eleven,4.12,2006
521,Welcome to the NHK!,4.11,2006
555,School Rumble: 2nd Semester,4.10,2006
591,Detective Conan Movie 10: The Private Eyes' Requiem,4.09,2006
611,Kanon (2006),4.08,2006
633,Hellsing Ultimate: Digest for Freaks,4.07,2006
634,Honey and Clover II,4.07,2006
639,The Prince of Tennis: The National Tournament,4.07,2006
648,REBORN!,4.07,2006
778,D.Gray-man,4.03,2006
793,The Melancholy of Haruhi Suzumiya,4.02,2006
812,When They Cry: Higurashi,4.02,2006
822,Paprika,4.02,2006
848,Aria the Natural,4.01,2006
850,Ghost Hunt,4.01,2006
863,The Story of Saiunkoku,4.01,2006
896,Full Metal Panic! The Second Raid: A Relatively Leisurely Day in the Life of a Fleet Captain,4.00,2006
994,xxxHOLiC,3.97,2006
1070,Hell Girl: Two Mirrors,3.95,2006
1196,Maria Watches Over Us Season 3,3.93,2006
1197,Tekkon Kinkreet,3.93,2006
1287,Tsubasa Reservoir Chronicle 2nd Season,3.91,2006
1337,Genshiken OVA,3.90,2006
1376,The Wallflower,3.89,2006
1414,Rozen Maiden: Ouvertüre,3.88,2006
1445,Ergo Proxy,3.88,2006
1465,Fate/stay night,3.87,2006
1515,Ah! My Goddess: Flights of Fancy,3.86,2006
1576,Detective Conan OVA 6: Follow the Vanished Diamond! Conan and Heiji vs Kid!,3.85,2006
1602,Utawarerumono,3.85,2006
1614,The Familiar of Zero,3.85,2006
1624,Bleach Movie 1: Memories of Nobody,3.84,2006
1759,Fullmetal Alchemist: Premium Collection,3.82,2006
1767,Air Gear,3.82,2006
1776,Looking Up At the Half-Moon,3.82,2006
1829,Kekkaishi,3.81,2006
1880,Shounen Onmyouji,3.81,2006
1888,One Piece Movie 7: Karakuri Castle's Mecha Giant Soldier,3.81,2006
2017,La Corda D'Oro ~primo passo~,3.79,2006
2033,Freedom,3.78,2006
2048,Shakugan no Shana OVA,3.78,2006
2080,One Piece: Straw Hat Theater,3.78,2006
2288,Detective Conan: Anti-Crime Guide,3.75,2006
2322,Aria the Natural Special,3.75,2006
2339,Brave Story,3.75,2006
2350,Fist of the North Star: Legend of Raoh - Death for Love,3.74,2006
2356,Ghost in the Shell: Stand Alone Complex - Individual Eleven - Tachikoma Days,3.74,2006
2466,Utawarerumono Specials,3.73,2006
2541,Buso Renkin,3.72,2006
2584,Detective Conan Movie 10: Promo Special,3.72,2006
2611,Code Geass: Lelouch of the Rebellion Recaps,3.71,2006
2613,REC,3.71,2006
2661,The Third: The Girl with the Blue Eye,3.71,2006
2675,Sore Ike! Anpanman: Kokin-chan to Aoi Namida,3.71,2006
2686,Black Blood Brothers,3.71,2006
2760,My-Otome Zwei,3.70,2006
2792,IGPX: Immortal Grand Prix 2nd Season,3.69,2006
2803,Kiba,3.69,2006
2853,Lupin III Special 18: Seven Days Rhapsody,3.68,2006
2894,Gendai Kibunroku Kaii Monogatari,3.68,2006
2966,Mobile Suit Gundam SEED Destiny Special Edition III: The Hell Fire of Destiny,3.67,2006
3001,Mobile Suit Gundam SEED Destiny Special Edition II: Respective Swords,3.67,2006
3019,Detective Conan: Conan vs. Kid - Jet Black Sniper,3.67,2006
3065,Gunbuster Movie,3.66,2006
3080,Harukanaru Toki no Naka de ~Maihitoyo~,3.66,2006
3117,The Day I Bought a Star,3.66,2006
3127,Origin: Spirits of the Past,3.65,2006
3171,Black Jack 21,3.65,2006
3174,"Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryoutsu no Asakusa Rinyuuaru Daisakusen!! - Aa, Om",3.65,2006
3227,Gunbuster 2 Movie,3.65,2006
3287,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Hashire! Ryoutsu-shiki Chinchin Densha,3.64,2006
3315,Zegapain,3.64,2006
3338,Keroro Gunsou Movie 1,3.63,2006
3352,Pucca (2006),3.63,2006
3389,Ayakashi: Japanese Classic Horror,3.63,2006
3399,Hello Kitty Ringo no Mori no Fantasy,3.63,2006
3408,Jyu-Oh-Sei,3.63,2006
3417,Maria Watches Over Us Season 3 Specials,3.63,2006
3447,Black Jack: The Lost Episodes,3.62,2006
3455,Yomigaeru Sora -Rescue Wings-,3.62,2006
3466,We Were There,3.62,2006
3470,Brighter than the Dawning Blue,3.62,2006
3483,Negima!?,3.62,2006
3495,Mobile Suit Zeta Gundam: A New Translation III -Love is the Pulse of the Stars-,3.62,2006
3541,Mobile Suit Gundam SEED Destiny Special Edition I: The Broken World,3.62,2006
3546,Zhonghua Xiaozi,3.61,2006
3573,Strawberry Panic,3.61,2006
3654,Kyou no 5 no 2,3.61,2006
3657,Pumpkin Scissors,3.61,2006
3658,Witchblade,3.61,2006
3734,Jinzou Konchuu Kabutoborg VxV,3.60,2006
3737,Fushigiboshi no Futagohime Gyu!,3.60,2006
3742,Oban Star-Racers,3.60,2006
3761,Doraemon Movie 26: Nobita's Dinosaur (2006),3.60,2006
3765,Inukami!,3.60,2006
3789,Tokimeki Memorial: Only Love,3.60,2006
3794,Stratos 4 Advance: Kanketsu-hen,3.59,2006
3810,Kirarin Revolution,3.59,2006
3822,Anime Tengu no Kakuresato,3.59,2006
3879,Princess Princess Specials,3.59,2006
3941,Negima!? Natsu Special!?,3.58,2006
3958,Kamisama Kazoku,3.58,2006
3987,Princess Princess,3.58,2006
3988,Mamoru-kun ni Megami no Shukufuku wo!,3.58,2006
4003,Black Cat Special,3.58,2006
4007,Shakugan no Shana Specials,3.58,2006
4023,Negima!? Haru Special!?,3.58,2006
4057,Rockman.EXE Beast+,3.57,2006
4079,Mobile Suit Gundam SEED C.E.73: Stargazer,3.57,2006
4107,Robotech: The Shadow Chronicles,3.57,2006
4119,Gag Manga Biyori 2,3.57,2006
4197,Atagoal wa Neko no Mori,3.56,2006
4288,Eureka Seven: Navigation ray=out,3.56,2006
4299,Naruto Movie 3: Guardians of the Crescent Moon Kingdom,3.56,2006
4464,Onegai My Melody: Kuru Kuru Shuffle!,3.55,2006
4472,"Yakeato no, Okashi no Ki",3.54,2006
4478,Happy Lucky Bikkuriman,3.54,2006
4492,REC Special,3.54,2006
4528,Strain: Strategic Armored Infantry,3.54,2006
4584,Usavich,3.54,2006
4593,Demon Prince Enma,3.54,2006
4625,.hack//Roots,3.53,2006
4749,Tales from Earthsea,3.53,2006
4750,Galaxy Racers,3.53,2006
4800,Otoboku: Maidens Are Falling For Me!,3.52,2006
4824,Tottoko Hamtarou Hai!,3.52,2006
4869,Nerima Daikon Brothers,3.51,2006
4897,Simoun,3.51,2006
4931,Jiok,3.51,2006
4953,Ocha-ken: Hotto Monogatari,3.51,2006
5066,Spider Riders: Resurrected Sun,3.50,2006
5067,Bartender,3.50,2006
5131,Mobile Suit Gundam MS IGLOO: Apocalypse 0079,3.50,2006
5229,Save Me! Lollipop,3.49,2006
5231,"Solty Rei: Opportunities Missed, Love Shared",3.49,2006
5238,Pretty Cure Splash Star: Magic Doki 3D Theater,3.49,2006
5265,Living for the Day After Tomorrow,3.49,2006
5320,My-Otome Specials,3.49,2006
5322,Zenmai Zamurai,3.49,2006
5323,Disgaea: Welcome to Netherworld,3.49,2006
5349,Zakuro Yashiki,3.49,2006
5435,Beyond the Train Tracks,3.48,2006
5465,Super Robot Wars OG: Divine Wars,3.48,2006
5554,Kemonozume,3.48,2006
5644,A Spirit of the Sun,3.47,2006
5727,Nana Recaps,3.46,2006
5838,Cluster Edge Specials,3.46,2006
5911,Le Chevalier D'Eon,3.45,2006
5918,Majime ni Fumajime Kaiketsu Zorori: Nazo no Otakara Daisakusen,3.45,2006
5951,Gun-dou Musashi Recap,3.45,2006
5989,"Saa, Ketatamashiki Kono Hibi ni",3.45,2006
6044,Pretty Cure Splash Star,3.45,2006
6046,Magical Pokan,3.45,2006
6050,Ryuusei no Rockman,3.45,2006
6080,Flag,3.44,2006
6088,Shibawanko no Wa no Kokoro,3.44,2006
6190,Komaneko: The Curious Cat,3.44,2006
6249,Gargoyle of the Yoshinagas Special,3.44,2006
6279,Momoiro no Crayon,3.43,2006
6293,Penelope Tete en Lair,3.43,2006
6300,Pokemon: Diamond & Pearl,3.43,2006
6316,Mushishi Recap,3.43,2006
6317,Magical Pokan Specials,3.43,2006
6326,Intrigue in the Bakumatsu: Irohanihoheto,3.43,2006
6356,Tonagura!,3.43,2006
6372,Genki! Genki! Nontan (2006),3.43,2006
6375,"UFO Ultramaiden Valkyrie 4: Banquet of Time, Dreams, and Galaxies",3.43,2006
6384,Jigueseo Chikyuu no Sora no Shita de,3.43,2006
6421,Koi Suru Tenshi Angelique: Kokoro no Mezameru Toki,3.42,2006
6432,Animal Crossing,3.42,2006
6458,Ah My Buddha!! Katsu!!,3.42,2006
6484,Iron Kid,3.42,2006
6486,Pokemon 4D: Pikachu`s Ocean Adventure,3.42,2006
6571,Eternal Alice: Eikyuu Alice Rondo - Extra Song,3.42,2006
6675,Stratos 4: Logbook,3.41,2006
6735,Kaleido Star: It's Good! Goood!!,3.41,2006
6823,Magical Witch Punie-chan,3.40,2006
6825,Gakuen Heaven,3.40,2006
6928,Hataraki Man,3.40,2006
6940,Pokemon Movie 9: Pokemon Ranger and the Temple of the Sea,3.40,2006
6951,House Hunting,3.40,2006
6978,Sore Ike! Anpanman: Inochi no Hoshi no Dolly,3.39,2006
7041,Wan Wan Serepuu Soreyuke! Tetsunoshin,3.39,2006
7045,Konjiki no Gash Bell!! Hashire Gash!! Ubawareta Umagon,3.39,2006
7073,Crayon Shin-chan Movie 14: Densetsu wo Yobu Odore! Amigo!,3.39,2006
7129,Ramen Fighter Miki,3.39,2006
7176,Lamune Specials,3.39,2006
7186,Monmon the Water Spider,3.38,2006
7237,Night on the Galactic Railroad: Fantasy Railroad in the Stars,3.38,2006
7292,Disgaea,3.38,2006
7296,Sumomomo Momomo,3.38,2006
7313,Zhu Zhu Xia: Mo Huan Zhu Luo Ji,3.38,2006
7350,Fist of the Blue Sky,3.38,2006
7359,The Galaxy Railways II,3.37,2006
7382,Maihime,3.37,2006
7436,Kakutou Bijin Wulong Rebirth,3.37,2006
7481,Ring ni Kakero 1: Nichibei Kessen-hen,3.37,2006
7488,Chokotto Sister,3.37,2006
7494,Cofun Gal no Coffy,3.37,2006
7554,Kasimashi ~Girl Meets Girl~: A Girl Falls in Love with a Girl,3.36,2006
7578,Di Gi Charat: Winter Garden,3.36,2006
7582,Koi Suru Tenshi Angelique: Kagayaki no Ashita - Chibi Character Adventure,3.36,2006
7596,Pururun! Shizuku-chan,3.36,2006
7607,Kashimashi: Girl Meets Girl,3.36,2006
7610,Coyote Ragtime Show,3.36,2006
7634,Red Garden,3.36,2006
7645,Patalliro Saiyuki! Special,3.36,2006
7700,Project Blue Earth SOS,3.36,2006
7728,The Good Witch of the West,3.35,2006
7729,Tsukuyomi -Moon Phase- Special,3.35,2006
7773,Kyushu Love Milk Club,3.35,2006
7777,Momo: The Girl God of Death,3.35,2006
7801,Sasami: Magical Girls Club 2,3.35,2006
7840,Magical Witch Punie-chan Specials,3.35,2006
7873,Tokko,3.35,2006
7887,Poka Poka Mori no Rascal,3.35,2006
7902,Kinnikuman II Sei: Ultimate Muscle 2,3.35,2006
7905,Binbou Shimai Monogatari,3.35,2006
7989,Innocent Venus,3.34,2006
8021,Utawarerumono Recaps,3.34,2006
8037,Yomigaeru Sora -Rescue Wings- Special,3.34,2006
8040,Fairy Musketeers,3.34,2006
8043,Ghost Slayers Ayashi,3.34,2006
8073,Yomigaeru Sora Pilot,3.34,2006
8138,Da Capo Second Season Specials,3.33,2006
8172,Pinky Monkey no Umareta Hi,3.33,2006
8180,Digimon Savers Movie: Digimon Savers - Ultimate Power! Burst Mode Invoke!!,3.33,2006
8244,Ehon Yose,3.33,2006
8259,Binchou-tan,3.33,2006
8277,Watashi to Kotori to Suzu to,3.33,2006
8289,Gararin to Gororin,3.33,2006
8335,Play Ball 2nd,3.32,2006
8339,Sky Girls,3.32,2006
8364,Pretty Cure Splash Star Movie: Tic-Tac Crisis Hanging by a Thin Thread!,3.32,2006
8367,YOU ni Mitsuru: Tsuki,3.32,2006
8587,Baldr Force EXE,3.31,2006
8672,Neko Machi,3.30,2006
8690,Minna no Umi,3.30,2006
8797,Ah My Buddha!! Katsu!! Don't Be Fooled!!,3.30,2006
8805,Gunparade Orchestra: Ao no Shou - Hikari no Umi kara Tegami o Okurimasu,3.30,2006
8814,Gift: Eternal Rainbow,3.30,2006
8820,Yamakoshi Mura no Mari to Sanbiki no Koinu,3.29,2006
8821,Yamakoshi Mura no Mari to Sanbiki no Koinu,3.29,2006
8895,Nanami-chan 3rd Series,3.29,2006
8969,Fantascope Tylostoma,3.29,2006
9039,Guardian Ninja Mamoru!,3.28,2006
9076,Girl's High Specials,3.28,2006
9084,Digimon Savers,3.28,2006
9112,Meine Liebe Wieder,3.28,2006
9248,Tide-Line Blue Special,3.27,2006
9303,Mr. Deniroo in Henteko Mushi,3.27,2006
9315,Lemon Angel Project,3.27,2006
9415,Freedom Prologue,3.26,2006
9750,Shadow of the Cherry Blossoms,3.24,2006
9798,Lily to Kaeru to (Otouto),3.24,2006
9852,Gargoyle of the Yoshinagas,3.24,2006
9865,Pokemon: The Mastermind of Mirage Pokemon,3.24,2006
9880,Night Head Genesis,3.23,2006
9935,Tsuyokiss: Cool x Sweet,3.23,2006
9957,Yoshimune,3.23,2006
10026,Osampo,3.23,2006
10163,Gakuen Heaven: Hamu Hamu Heaven,3.22,2006
10181,Love Get Chu: Miracle Seiyuu Hakusho,3.22,2006
10254,To Heart ~Remember My Memories~ Specials,3.21,2006
10291,Resident Evil 4: Incubate,3.21,2006
10358,Bakkyuu HIT! Crash B-Daman,3.20,2006
10387,Rakugo Tennyo Oyui,3.20,2006
10399,Amazing Nuts!,3.20,2006
10440,Digimon Savers 3D: A Close Call for the Digital World,3.20,2006
10489,Bakegyamon,3.20,2006
10495,Tokyo Tribe 2,3.19,2006
10524,Bakegyamon,3.20,2006
10530,Tokyo Tribe 2,3.19,2006
10545,Furakappa,3.19,2006
10552,Ray The Animation,3.19,2006
10573,Demonbane,3.19,2006
10606,Sasami: Magical Girls Club,3.19,2006
10654,Magikano,3.19,2006
10659,Happiness!,3.19,2006
10679,Junk Town,3.18,2006
10682,Pokemon Mystery Dungeon: Team Go-Getters Out of the Gate!,3.18,2006
10741,Patta Potta Monta,3.18,2006
10762,Aachi wa Ssipak,3.18,2006
10867,Girl's High,3.17,2006
10922,Galaxy Angel Rune,3.17,2006
11059,Pokemon: Pikachu's Island Adventure,3.16,2006
11092,Nekko-kun,3.16,2006
11109,Fuuri: Nana Song,3.15,2006
11133,Hana (2006),3.15,2006
11209,Tactical Roar,3.15,2006
11227,The Diary of Tortov Roddle Specials,3.15,2006
11294,Pokemon: Diamond and Pearl Clip Show,3.14,2006
11332,Neko Ramen,3.14,2006
11337,Akubi Girl,3.14,2006
11471,Rozen Maiden: Detective Kun-Kun,3.13,2006
11520,Forever Kiss,3.13,2006
11571,Ryukyudisko: Uchina Experience,3.12,2006
11668,Gun x Sword-san,3.12,2006
11756,Hokuto no Ken: Legend of Heroes,3.11,2006
11918,Mylene Farmer: Peut-etre Toi,3.10,2006
11962,Glass Fleet,3.09,2006
12084,Gin-iro no Olynssis,3.08,2006
12130,Yume Tsukai,3.08,2006
12173,Memories Off #5 Togireta Film The Animation,3.08,2006
12185,Himawari!,3.07,2006
12188,Koi Tsubomi,3.07,2006
12241,Tachiguishi Retsuden,3.07,2006
12253,Shakugan no Shana: Naze Nani Shana Specials,3.07,2006
12254,Shakugan no Shana: Naze Nani Shana,3.07,2006
12442,Ar Tonelico Sekai no Owari de Utai Tsuzukeru Shoujo,3.05,2006
12452,TRUTH,3.05,2006
12504,Shinseiki Duel Masters Flash,3.04,2006
12516,Contact 2,3.04,2006
12556,Soul Link Special,3.04,2006
12590,Youkai Ningen Bem (2006),3.04,2006
12604,Sasurai Zou-san,3.03,2006
12633,Soul Link,3.03,2006
12663,Catblue: Dynamite,3.03,2006
12671,Spider Riders,3.03,2006
12725,Ski Jumping Pairs: Road to Torino 2006,3.02,2006
12767,Yume,3.02,2006
12804,Onimusha: Dawn of Dreams,3.01,2006
12809,The Laws of Eternity,3.01,2006
12842,PiKA PiKA,3.01,2006
13038,Kujibiki Unbalance,2.99,2006
13133,Fig,2.97,2006
13146,Hime-sama Goyoujin,2.97,2006
13151,Tokyo Loop,2.97,2006
13329,Ayumayu Theater,2.95,2006
13334,Honey x Honey Drops,2.95,2006
13335,Moka: Mission School,2.95,2006
13350,Eternal Alice,2.95,2006
13361,Reinbou,2.95,2006
13384,Lovely Idol,2.94,2006
13400,009-1,2.94,2006
13418,Jinki:Extend - And Then...,2.94,2006
13424,_summer,2.94,2006
13509,Soul Link Picture Drama,2.92,2006
13592,Kappo,2.91,2006
13603,Powerpuff Girls Z,2.91,2006
13723,AFRO,2.89,2006
13773,Taneyamagahara no Yoru,2.88,2006
13813,G-9,2.87,2006
13814,Himitsukessha Taka no Tsume Specials,2.87,2006
13815,Hoshizora Kiseki,2.87,2006
13862,Tactical Roar Special,2.86,2006
13871,Himitsukessha Taka no Tsume,2.86,2006
13894,MTV ID (Shunsuke Saito),2.86,2006
13919,Marginal Prince,2.85,2006
14035,Naikaku Kenryoku Hanzai Kyousei Torishimarikan Zaizen Joutarou,2.83,2006
14063,Koi Koi Seven Specials,2.83,2006
14071,Full Moon Party,2.82,2006
14078,Ape Escape,2.82,2006
14114,Disco K2 Twins: Juicy Jungle,2.81,2006
14117,Highway Jenny,2.81,2006
14165,You Shoumei Bijutsukan Line,2.80,2006
14190,Hand Soap,2.80,2006
14235,New Hal & Bons,2.79,2006
14275,Dark Side Cat,2.78,2006
14412,RECORDER,2.74,2006
14423,TANK S.W.A.T. 01,2.74,2006
14432,_summer Specials,2.74,2006
14549,Ladybirds' Requiem,2.71,2006
14610,Aoki Seimei Hoken,2.69,2006
14627,Joseito,2.68,2006
14632,Angel's Feather,2.68,2006
14680,nakedyouth,2.66,2006
14726,Boku wa Kuma,2.65,2006
14763,Aya Hito Shiki to Iu na no Ishi Hata,2.63,2006
14774,Sin in the Rain,2.63,2006
14840,Yobou-san to Yoboushiyou,2.60,2006
14867,Armored Core: Fort Tower Song,2.59,2006
14886,A Smart Experiment,2.58,2006
14998,Papillon Rose,2.51,2006
15013,Pinky Street,2.50,2006
15102,Yonna in the Solitary Fortress,2.41,2006
15133,Gun-dou Musashi,2.39,2006
15134,Eri Nobuchika: Yume no Kakera,2.38,2006
15137,Hanoka Recap,2.38,2006
15202,Funny Pets 2,2.30,2006
15207,Dir-en-Grey: Agitated Screams of Maggots,2.30,2006
15229,Bloody Date,2.25,2006
15243,Haru no Ashioto The Movie: Ourin Dakkan,2.23,2006
15305,Hanoka,2.06,2006
15308,Bloody Night,2.05,2006
15332,Funny Pets,1.89,2006
15345,Within The Bloody Woods,1.77,2006
15448,Shaonian Huo Yuan Jia,,2006
15453,Children of shadows,,2006
15633,Riow Arai: Death Breaks,,2006
15699,Majime ni Fumajime Kaiketsu Zorori: Uchuu Tanken Daisakusen - Chikyuu o Mezase! Hen,,2006
15723,Rainbow no Anime Bako,,2006
16005,Kanashii Asa Gohan,,2006
16075,Norabbits' Minutes,,2006
16249,Jishin da!! Mii-chan no Bousai Kunren,,2006
16295,Bi Jia Zhu,,2006
16475,Majime ni Fumajime Kaiketsu Zorori: Uchuu Tanken Daisakusen - Ougon no Hoshi o Sagase! Hen,,2006
16550,Majime ni Fumajime Kaiketsu Zorori: Uchuu Tanken Daisakusen,,2006
16593,Tsuyu no Hito Shizuku,,2006
16649,Xiang Qi Wang,,2006
16953,Miracle! Mimika,,2006
16994,Xiyue Qi Tong (2006),,2006
17005,Kewang Lantian,,2006
17055,Minna Ichiban!,,2006
17144,Tori Go! Go!,,2006
17250,Genki Rockets: Heavenly Star,,2006
17253,The Bag,,2006
17257,Something Great Chizu ni Nai Machi,,2006
17408,Apple Candy Girl,,2006
17429,Indigo Road,,2006
17433,Nagareboshi no Okurimono,,2006
17469,Namae... Sore wa Moeru Inochi,,2006
17510,Z-Squad,,2006
17790,Kuaile Dongxi 2nd Season,,2006
17859,Chibinacs,,2006
17992,Ape Escape 2nd Season,,2006
18040,The Adventures of the Little Prince Specials,,2006
18065,Buil-Bun,,2006
18069,Huo Xing Wa: Jiankang Chengzhang,,2006
18103,Demonbane: Ouroboros Rondo,,2006
18134,Anime de Tanoshiku Manabu Koutsuu Anzen: Tenshi no Kotencotenco,,2006
18140,Kung-ya Kung-ya,,2006
18223,The Drawer of Memory,,2006
18307,Cofun Gal no Coffy Specials,,2006
18316,Chi Jian Chuanqi,,2006
18426,Kexue Tansuo Zhi Qimiao Dili,,2006
18443,San Mao Liulang Ji (2006),,2006
18474,McDull: Chuntian Huahua Zhonghua Bowuguan,,2006
187,Mushishi,4.27,2005
283,Major Season 2,4.22,2005
394,Ghost in the Shell: Stand Alone Complex - The Laughing Man,4.16,2005
479,Full Metal Panic! The Second Raid,4.13,2005
592,Gintama: Jump Festa 2005,4.09,2005
806,xxxHOLiC Movie: A Midsummer Night's Dream,4.02,2005
814,Final Fantasy VII: Advent Children,4.02,2005
824,Magical Girl Lyrical Nanoha A's,4.02,2005
838,Glass Mask (2005),4.01,2005
890,Detective Conan Movie 9: Strategy Above the Depths,4.00,2005
949,Eureka Seven,3.98,2005
983,Eyeshield 21,3.97,2005
1060,Capeta,3.96,2005
1115,Fullmetal Alchemist The Movie: Conqueror of Shamballa,3.94,2005
1119,School Rumble: Extra Class,3.94,2005
1170,Kino's Journey: Life Goes On,3.93,2005
1185,Saint Seiya: The Hades Chapter - Inferno,3.93,2005
1289,Arashi no Yoru ni,3.91,2005
1323,Full Metal Panic! The Second Raid: Episode 00,3.90,2005
1349,Shakugan no Shana,3.90,2005
1358,Paradise Kiss,3.90,2005
1396,Banner of the Stars III,3.89,2005
1423,One Piece Movie 6: Baron Omatsuri and the Secret Island,3.88,2005
1426,GaoGaiGar FINAL Grand Glorious Gathering,3.88,2005
1454,Rozen Maiden: Träumend,3.87,2005
1455,Kaleido Star: Legend of Phoenix ~Layla Hamilton Story~,3.87,2005
1541,Tenchi Muyo! Ryo Ohki: Final Confrontations,3.86,2005
1547,Jang Geum Ieui Kkum,3.86,2005
1552,Strawberry Marshmallow,3.86,2005
1685,Akagi,3.84,2005
1686,Kino's Journey: Tower Country,3.84,2005
1687,Detective Conan Movie 09: Promo Special,3.84,2005
